09/05/2024;A (001) 6 - 99;237,16;0,00
09/05/2024;A (001) 6 - 69;283,00;0,00
09/05/2024;A (001) 6 - 96;283,00;0,00
09/05/2024;A (001) 3 - 567;1700,00;0,00
09/05/2024;Opago N°5;0,00;237,16
